ARTIST,SONG
Disney's 'Snow White',Someday My Prince Will Come
Disney's 'Snow White',Someday My Prince Will Come (Vocal)
Disney's 'Snow White',When You Wish Upon A Star
Disney's 'Snow White',When You Wish Upon A Star (Vocal)
Disney's 'So Dear To My Heart',Lavender Blue
Disney's 'So Dear To My Heart',Lavender Blue (Vocal)
Disney's 'Song Of The South',Zip-A-Dee-Doo-Dah
Disney's 'Song Of The South',Zip-A-Dee-Doo-Dah (Vocal)
Disney's 'Tarzan',Son Of Man
Disney's 'Tarzan',Son Of Man (Vocal)
Disney's 'Tarzan',You'll Be In My Heart
Disney's 'Tarzan',You'll Be In My Heart (Vocal)
Disney's 'That's So Raven',"More To Life, (There's Gotta Be) (Vocal)"
Disney's 'That's So Raven',"More To Life, (There's Gotta Be)"
Disney's 'That's So Raven',Jungle Boogie
Disney's 'That's So Raven',Jungle Boogie (Vocal)
Disney's 'That's So Raven',Shine
Disney's 'That's So Raven',Shine (Vocal)
Disney's 'That's So Raven',Supernatural
Disney's 'That's So Raven',Supernatural (Vocal)
Disney's 'That's So Raven',That's So Raven (Theme Song)
Disney's 'That's So Raven',That's So Raven (Theme Song) (Vocal)
Disney's 'That's So Raven',Ultimate
Disney's 'That's So Raven',Ultimate (Vocal)
Disney's 'That's So Raven',We Are Family
Disney's 'That's So Raven',We Are Family (Vocal)
Disney's 'That's So Raven',You Gotta Be
Disney's 'That's So Raven',You Gotta Be (Vocal)
Disney's 'The Beu Sisters',He's A Tramp
Disney's 'The Beu Sisters',He's A Tramp (Vocal)
Disney's 'Theme Park Favorites',"Bear Band Serenade, The (Vocal)"
Disney's 'Theme Park Favorites',"Bear Band Serenade, The"
Disney's 'Theme Park Favorites',Everybody Has A Laughing Place
Disney's 'Theme Park Favorites',Everybody Has A Laughing Place (Vocal)
Disney's 'Theme Park Favorites',Grim Grinning Ghosts
Disney's 'Theme Park Favorites',Grim Grinning Ghosts (Vocal)
Disney's 'Theme Park Favorites',Hefflumps And Woozles
Disney's 'Theme Park Favorites',Hefflumps And Woozles (Vocal)
Disney's 'Theme Park Favorites',It's A Small World
Disney's 'Theme Park Favorites',It's A Small World (Vocal)
Disney's 'Theme Park Favorites',Remember When
Disney's 'Theme Park Favorites',Remember When (Vocal)
Disney's 'Theme Park Favorites',There's A Great Big Beautiful Tomorrow
Disney's 'Theme Park Favorites',There's A Great Big Beautiful Tomorrow (Vocal)
Disney's 'Theme Park Favorites',Yo Ho (A Pirate's Life For Me)
Disney's 'Theme Park Favorites',Yo Ho (A Pirate's Life For Me) (Vocal)
Disney's 'Three Blind Mice',I Can See Clearly Now
Disney's 'Three Blind Mice',I Can See Clearly Now (Vocal)
Disney's 'Toy Story',You've Got A Friend In Me
Disney's 'Toy Story',You've Got A Friend In Me (Duet) (Vocal)
Disney's 'Toy Story',You've Got A Friend In Me (Vocal)
Disney's 'Winnie-The-Pooh',Winnie The Pooh
Disney's 'Winnie-The-Pooh',Winnie The Pooh (Vocal)
Disney's 'Winnie-The-Pooh',Winnie-The-Pooh
Disney's 'Winnie-The-Pooh',Winnie-The-Pooh (Vocal)
Distant Drums,"Reeves, Jim"
Distillers,Drain The Blood
Distillers,Drain The Blood (Vocal)
DISTURBED,GUARDED
Disturbed,"Game, The"
Disturbed,"Night, The (Vocal)"
Disturbed,"Night, The"
Disturbed,"Ten 1,000 Fists"
Disturbed,Another Way To Die
Disturbed,Conflict
Disturbed,Down With Sickness
Disturbed,Down With The Sickness
Disturbed,Droppin' Plates
Disturbed,Fear
Disturbed,Game
Disturbed,Inside The Fire
Disturbed,Land Of Confusion
Disturbed,Land Of Confusion (Vocal)
Disturbed,Liberate
Disturbed,Liberate (Vocal)
Disturbed,Meaning Of Life
Disturbed,Numb
Disturbed,Prayer
Disturbed,Remember
Disturbed,Shout 2000
Disturbed,Stricken
Disturbed,Stupify
Disturbed,Ten Thousand Fists
Disturbed,Violence Fetish
Disturbed,Voices
Disturbed,Want
Disturbed,Want (Acoustic Goth)
Disturbed Wvocal,Land Of Confusion
Disturbed W-Vocal,"Night, The"
Diva,Beyonce Wvocal
Divaona,La Occasion Para Amarnos
Divaona,Mentiras
Divine,Lately
Divine,Lately (Vocal)
Divine,One More Try
Divine Brown,Old Skool Love
Divine Comedy,Generation Sex
Divine Comedy,National Express
"Divine Comedy, The",Something For The Weekend
Divinyls,Back To The Wall
Divinyls,Boys In Town
Divinyls,I Touch Myself
Divinyls,Pleasure & Pain
"Divinyls, The",I Touch Myself
"Division , Joy",Love Will Tear Us Apart
D-I-V-O-R-C-E,"Wynette, Tammy"
DIVYNYLS,I TOUCH MYSELF
Dixiana,That's What I'm Working On Tonight
DIXIE CHICKS,COWBOY TAKE ME AWAY
DIXIE CHICKS,IF I FALL
Dixie Chicks,"Heartache's On Me, The (Vocal)"
Dixie Chicks,"Heartache's On Me, The"
Dixie Chicks,"Home, A"
Dixie Chicks,"If I Fall, You're Going Down With Me (Vocal)"
Dixie Chicks,"If I Fall, You're Going Down With Me"
Dixie Chicks,"Neighbor, The"
Dixie Chicks,"Tortured, Tangled Hearts (Instrumental)"
Dixie Chicks,"Tortured, Tangled Hearts"
Dixie Chicks,"Traveling Soldier, The"
Dixie Chicks,Am I The Only One
Dixie Chicks,Baby Hold On
Dixie Chicks,Bitter End
Dixie Chicks,Cold Day In July
Dixie Chicks,Cold Day In July (Vocal)
Dixie Chicks,Cowboy Take Me Away
Dixie Chicks,Cowboy Take Me Away (Vocal)
Dixie Chicks,Cowboys Take Me Away
Dixie Chicks,Cowboys Take Me Away (Vocal)
Dixie Chicks,Don't Waste Your Heart
Dixie Chicks,Easy Silence
Dixie Chicks,Everybody Knows
Dixie Chicks,Give It Up Or Let Me Go
Dixie Chicks,Godspeed
Dixie Chicks,Godspeed (Sweet Dreams)
Dixie Chicks,Godspeed (Sweet Dreams) (Vocal)
Dixie Chicks,Goodbye Earl
Dixie Chicks,Goodbye Earl (Vocal)
Dixie Chicks,Heart Break Town
Dixie Chicks,Heartbreak Town
Dixie Chicks,Heartbreak Town (Vocal)
Dixie Chicks,Hello Mr. Heartache
Dixie Chicks,Hole In My Head
Dixie Chicks,I Believe In Love
Dixie Chicks,I Can Love You Better
Dixie Chicks,I Can Love You Better (Vocal)
Dixie Chicks,I Hope
Dixie Chicks,I Like It
Dixie Chicks,I'll Take Care Of You
Dixie Chicks,If I Fall You're Going Down With Me
Dixie Chicks,If I Fall You're Going Down With Me (Vocal)
Dixie Chicks,If I Fall Youre Going Down With Me
Dixie Chicks,Landslide
Dixie Chicks,Landslide (Album Version)
Dixie Chicks,Landslide (Vocal)
Dixie Chicks,Let 'Er Rip
Dixie Chicks,Let 'Er Rip (Vocal)
Dixie Chicks,Let 'er Rip
Dixie Chicks,Let 'er Rip (Vocal)
Dixie Chicks,Let Him Fly
Dixie Chicks,Let'er Rip
Dixie Chicks,Let'er Rip (Vocal)
Dixie Chicks,Long Time Gone
Dixie Chicks,Long Time Gone (Instrumental)
Dixie Chicks,Long Time Gone (Vocal)
Dixie Chicks,Long Way Around
Dixie Chicks,Loving Arms
Dixie Chicks,Loving Arms (Vocal)
Dixie Chicks,Lubbock Or Leave It
Dixie Chicks,Lullaby
Dixie Chicks,Mississippi
Dixie Chicks,More Love
Dixie Chicks,Never Say Die
Dixie Chicks,Not Ready To Make Nice
Dixie Chicks,Not Ready To Make Nice (Vocal)
Dixie Chicks,Once You've Loved Somebody
Dixie Chicks,Once You've Loved Somebody (Vocal)
Dixie Chicks,Ready To Run
Dixie Chicks,Ready To Run (Vocal)
Dixie Chicks,Roly Poly
Dixie Chicks,Roses In The Snow
Dixie Chicks,Silent House
Dixie Chicks,Sin Wagon
Dixie Chicks,So Hard
Dixie Chicks,Some Days You Gotta Dance
Dixie Chicks,Some Days You Gotta Dance (Vocal)
Dixie Chicks,Strong Enough
Dixie Chicks,Take A Letter Maria
Dixie Chicks,The Long Way Around
Dixie Chicks,There's Your Trouble
Dixie Chicks,There's Your Trouble (Vocal)
Dixie Chicks,Tonight The Heartache’s On Me
Dixie Chicks,Tonight The Heartache's On Me
Dixie Chicks,Tonight The Heartache's On Me (Vocal)
Dixie Chicks,Top Odf The World
Dixie Chicks,Top Of The World
Dixie Chicks,Tortured Tangled Hearts
Dixie Chicks,Tortured Tangled Hearts May Remove
Dixie Chicks,Travelin Soldier
Dixie Chicks,Travelin Soldier (Live Version)
Dixie Chicks,Travelin' Soldier
Dixie Chicks,Travelin' Soldier (Instrumental)
Dixie Chicks,Travelin' Soldier (Live Version)
Dixie Chicks,Travelin' Soldier (Vocal)
Dixie Chicks,Traveling Soldier
Dixie Chicks,Travellin' Soldier
Dixie Chicks,Travilin' Soldier
Dixie Chicks,Truth No. 2
Dixie Chicks,Truth No. 2 (Vocal)
Dixie Chicks,Truth Number 2
Dixie Chicks,Voice Inside My Head
Dixie Chicks,White Trash Wedding
Dixie Chicks,Wide Open Spaces
Dixie Chicks,Wide Open Spaces (Vocal)
Dixie Chicks,Without You
Dixie Chicks,Without You (Vocal)
Dixie Chicks,You Can't Hurry Love
Dixie Chicks,You Were Mine
Dixie Chicks,You Were Mine (Vocal)
Dixie Chicks & Ricky Skaggs,Walk Softly
Dixie Chicks & Ricky Skaggs,Walk Softly On This Heart Of Mine
Dixie Chicks & Stevie Nicks,Landslide
"Dixie Chicks, The","Home, A"
"Dixie Chicks, The","If I Fall, You're Goin' Down With Me"
"Dixie Chicks, The","Long Way Around, The"
"Dixie Chicks, The","Tortured, Tangled Hearts"
"Dixie Chicks, The","Traveling Soldier, The"
"Dixie Chicks, The",Am I The Only One
"Dixie Chicks, The",Baby Hold On
"Dixie Chicks, The",Bitter End
"Dixie Chicks, The",Cold Day In July
"Dixie Chicks, The",Cold Day In June
"Dixie Chicks, The",Cowboy Take Me Away
"Dixie Chicks, The",Don't Waste Your Heart
"Dixie Chicks, The",Easy Silence
"Dixie Chicks, The",Everybody Knows
"Dixie Chicks, The",Give It Up Or Let Me Go
"Dixie Chicks, The",Godspeed (Sweet Dreams)
"Dixie Chicks, The",Goodby Earl
"Dixie Chicks, The",Goodbye Earl
"Dixie Chicks, The",Heart Break Town
"Dixie Chicks, The",Heartbreak Town
"Dixie Chicks, The",Hello Mr Heartache
"Dixie Chicks, The",Hello Mr. Heartache
"Dixie Chicks, The",Hole In My Head
"Dixie Chicks, The",I Believe In Love
"Dixie Chicks, The",I Can Love You Better
"Dixie Chicks, The",I Hope
"Dixie Chicks, The",I Like It
"Dixie Chicks, The",I'll Take Care Of You
"Dixie Chicks, The",If I Fall You're Going Down
"Dixie Chicks, The",If I Fall You're Going Down With Me
"Dixie Chicks, The",Landslide
"Dixie Chicks, The",Let ‘Er Rip
"Dixie Chicks, The",Let 'Er Rip
"Dixie Chicks, The",Let 'er Rip
"Dixie Chicks, The",Let Him Fly
"Dixie Chicks, The",Let'er Rip
"Dixie Chicks, The",Long Time Gone
"Dixie Chicks, The",Loving Arms
"Dixie Chicks, The",Lubbock Or Leave It
"Dixie Chicks, The",Lullaby
"Dixie Chicks, The",Mississippi
"Dixie Chicks, The",More Love
"Dixie Chicks, The",Never Say Die
"Dixie Chicks, The",Not Ready To Make Nice
"Dixie Chicks, The",Once You Loved Somebody
"Dixie Chicks, The",Once You've Loved Somebody
"Dixie Chicks, The",Ready To Run
"Dixie Chicks, The",Roly Poly
"Dixie Chicks, The",Silent House
"Dixie Chicks, The",Sin Wagon
"Dixie Chicks, The",So Hard
"Dixie Chicks, The",Some Days You Gotta Dance
"Dixie Chicks, The",Some Days You Just Gotta Dance
"Dixie Chicks, The",Take A Letter Maria
"Dixie Chicks, The",There's Your Trouble
"Dixie Chicks, The",Tonight The Heartache's On Me
"Dixie Chicks, The",Tonight The Heartaches On Me
"Dixie Chicks, The",Top Of The World
"Dixie Chicks, The",Tortured Tangled Hearts
"Dixie Chicks, The",Travelin' Soldier
"Dixie Chicks, The",Travelin' Soldier (Live)
"Dixie Chicks, The",Travellin' Soldier
"Dixie Chicks, The",Truth No. 2
"Dixie Chicks, The",Truth Number 2
"Dixie Chicks, The",Voice Inside My Head
"Dixie Chicks, The",White Trash Wedding
"Dixie Chicks, The",Wide Open Spaces
"Dixie Chicks, The",Without You
"Dixie Chicks, The",You Can't Hurry Love
"Dixie Chicks, The",You Were Mine
"Dixie Chicks, The",Your Were Here
"Dixie Chicks, The & James Taylor",Wide Open Spaces
"Dixie Chicks, The & Ricky Skaggs",Walk Softly
"Dixie Chicks, The & Stevie",Too Far From Texas
"Dixie Chicks, The Wvocal",Cowboy Take Me Away
"Dixie Chicks, The Wvocal",Not Ready To Make Nice
"Dixie Chicks, The Wvocal",Ready To Run
"Dixie Chicks, The W-Vocal",Not Ready To Make Nice
"Dixie Chicks, The W-Vocal",Voice Inside My Head
Dixie Chicks ,White Trash Wedding
Dixie Cups,Chapel Of Love
"Dixie Cups, The",Chapel Of Love
"Dixie Cups, The",Iko Iko
"Dixie Cups, The",People Say
Dixie On My Mind,"Williams, Hank JR"
"Dixon, Alesha","Boy Does Nothing, The"
"Dixon, Alesha",Boy Does Nothing
"Dixon, Alesha",Breathe Slow
"Dixon, Alesha",Drummer Boy
"Dixon, Alesha",Let's Get Excited
"Dixon, Alesha",To Love Again
"Dixon, Willie","Little Red Rooster, The"
"Dixon, Willie",I Ain't Superstitious
"Dixon, Willie",I'm Your Hoochie Coochie Man
"Dixon, Willie",You Shook Me
"Dizeo, Enrique",Que Nadie Sepa Mi Sufrir
Dizzee Rascal,Bonkers
Dizzee Rascal,Dirtee Disco
Dizzee Rascal,Holiday
Dizzee Rascal & Armand Van Helden,Bonkers
Dizzee Rascal & Calvin Harris & Chrome,Dance Wiv Me
Dizzee Rascal & James Corden,Shout (England)
Dizzee Rascal & Pepper,Scream
Dizzee Rascal Ft. C.Harris & Chrome,Dance Wiv Me
Dizzee Rascal Ft.Robbie Williams,Goin' Crazy
"Dizzee Rascal, Calvin Harris & Chrome",Dance Wiv
DJ Bobo,Chihuahua
DJ Bobo,Let The Dream Come True
Dj Bobo,Chihuahua
DJ Bobo & Irene Cara,What A Feeling
DJ Bobo & Vsop,Shadows Of The Night
DJ Casper,Cha Cha Slide
DJ Casper,Cha-Cha Slide
DJ Cassidy & R Kelly,Make The World Go Round
DJ Cassidy & Robin Thicke & Jessie J,Calling All Hearts
DJ Cassidy Feat. R. Kelly,Make The World Go Round
DJ Cassidy Feat. Robin Thicke -And- Jessie J,Calling All Hearts
DJ Class,I'm The Ish
DJ Deano,American Pie (Dance Mix)
Dj Deano,American Pie (Dance Mix)
Dj Fresh & Ravaughn,"Feeling, The"
DJ Fresh & Rita Ora,Hot Right Now
DJ Fresh Ft Sian Evans,Louder
Dj Fresh Ft Sian Evans,Louder
DJ Got Us Fallin' In Love,Usher & Pitbull
DJ Jazzy Jeff & Fresh Prince,"Nightmare On My Street, A (Vocal)"
DJ Jazzy Jeff & Fresh Prince,"Nightmare On My Street, A"
DJ Jazzy Jeff & Fresh Prince,Boom Shake The Room
DJ Jazzy Jeff & Fresh Prince,Parents Just Don't Understand
DJ Jazzy Jeff & Fresh Prince,Ring My Bell
DJ Jazzy Jeff & Fresh Prince,You're Gonna Make Me Love Somebody
Dj Jazzy Jeff & Fresh Prince,Summertime
"Dj Jazzy Jeff & Fresh Prince, The",Parents Just Don't Understand
"Dj Jazzy Jeff & Fresh Prince, The",You're Gonna Make Me Love Somebody
DJ Jazzy Jeff & The Fresh Prince,Nightmare On My Street
DJ Jazzy Jeff & The Fresh Prince,Ring My Bell
Dj Jazzy Jeff And Fresh Prince,Nightmare On My Street
Dj Jazzy Jeff And The Fresh P,Boom Shake The Room
DJ Khaled,I'm So Hood
DJ Khaled,I'm So Hood (Vocal)
Dj Khaled,I'm So Hood
Dj Khaled,Im So Hood
Dj Khaled Wvocal,I'm So Hood
DJ Kool,Let Me Clear My Throat
Dj Kool,Let Me Clear My Throat
DJ Kool & Fatman Scoop,It Takes Two
DJ Luck & MC Neat,Masterblaster 2000
DJ Luck & Mc Neat,Masterblaster 2000
Dj Maj & T Bone & Natalie Larue,King Of My Life
DJ Miko,What's Up
DJ Miller,Between Sundays
DJ Otzi,Burger Dance
DJ Otzi,Do Wah Diddy
DJ Otzi,Don't You Just Know It
DJ Otzi,Hey Baby
DJ Otzi,Hey Baby (Vocal)
DJ Otzi,Hey Baby (World Cup Remix)
DJ Otzi,My Bonnie
DJ Otzi,With Voca
Dj Otzi,Do Wah Diddy Diddy
Dj Otzi,Hey Baby
Dj Otzi,Hey Baby (2002 World Cup Remix)
Dj Otzi,Hey Baby (World Cup Remix)
DJ Pied Piper,Do You Really Like It
Dj Pied Piper,Do You Really Like It
DJ Sammy,"Boys Of Summer, The"
DJ Sammy,Boys Of Summer
DJ Sammy,Heaven
DJ Sammy,Heaven (Candlelight Mix)
DJ Sammy,Heaven (Vocal)
DJ Sammy,Sunlight
DJ Sammy,Why
Dj Sammy,Boys Of Summer
Dj Sammy,Heaven
Dj Sammy,Heaven (Slow Version)
Dj Sammy,Sunlight
DJ Sammy & Loona,"Boys Of Summer, The"
DJ Sammy & Yanou,Heaven
DJ Sammy & Yanou,Heaven (Candlelight Mix)
Dj Sammy & Yanou,Heaven
DJ Sammy & Yanou & Do,Heaven 
DJ Sammy & Yanou & Do,Heaven
Dj Sammy & Yanou & Do,Heaven
Dj Sammy And Yanou,Heaven
DJ Unk,2 Step
DJ Unk,Walk It Out
Dj Unk,2 Step
Dj Unk,Walk It Out
Dj Unk,Walk It Out Wvocals
Dj Unk (Vocal),2 Step
Dj Unk Wvocal,Walk It Out
Djay,Whoop That Trick
"D'leon, Oscar",La Mazucamba
"D'leon, Oscar",Mi Bajo Y Yo
"D'leon, Oscar",Mi Negra Esta Cansa
"D'leon, Oscar",Que Bueno Baila Usted
"D'leon, Oscar",Sientate Ahi (Salsa)
DLG,Volvere
Dlg,Volvere
DMC,How Bizarre
Dmc,How Bizarre
DMC & Sarah McLachlan,Just Like Me
DMC & Sarah McLachlan,Just Like Me (Vocal)
Dmc & Sarah McLachlan,Just Like Me
Dmc & Sarah McLachlan Wvocal,Just Like Me
Dmc And Sarah McLachlan,Just Like Me
DMX,Party Up (In Here)
DMX,Party Up (Up In Here)
DMX,Where The Hood At
DMX,Where The Hood At (Vocal)
DMX,X Gon' Give It To Ya
Dmx,Party Up (Up In Here)
Dmx,Where The Hood At
Dmx,X Gon’ Give It To Ya
Dmx,X Gon Give It To Ya
DNA & Suzanne Vega,Tom's Diner
Dna & Suzanne Vega,Tom's Diner
Dnce,Cake By The Ocean
Do I Hear A Waltz,Do I Hear A Waltz
Do It Again,Steely Dan
Do It Like A Dude,Jessie J
Do That To Me One More Time,Captain & Tennille
Do What You Gotta Do,"Brooks, Garth"
Do Ya',"Oslin, Kt"
Do Ya Think I'm Sexy,"Stewart, Rod"
Do You Hear What I Hear,"Williams, Vanessa"
Do You Hear What I Hear,Bing Crosby
Do You Really Want To Hurt Me,Culture Club
Do You Remember,"Sean, Jay & Lil' John"
Do You Wanna Dance,"Richard, Cliff"
Do You Want Fries With That,"McGraw, Tim"
Do You Want To Dance,"Freeman, Bobby"
Do You Want To Know A Secret,Beatles
"Dobbie Brothers, The",Without You
"Dobbin, Dave",Slice Of Heaven
DOBIE GRAY,THE IN CROWD
Dobie Gray,Drift Away
Dobie Gray,Out On The Floor
Dobie Gray,The In Crowd
"Doble, Paso (España)",Que Viva España
"Dobson, FeFe",Take Me Away
"Dobson, FeFe",Take Me Away (Vocal)
"Dobson, Fefe",Don't Go (Boys & Girls)
"Dobson, Fefe",Don't Go (Boys And Girls)
"Dobson, Fefe",Don't Let It Go To Your Head
"Dobson, Fefe",Everything
"Dobson, Fefe",Take Me Away
"Dobson, Fefe",This Is My Life
"DOBSON,FEFE",DONT LET IT GO TO YOUR HEAD
Doc Walker,I Am Ready
Doctor & The Medics,Spirit In The Sky
"Doctors, Spin",Two Princes
"Dodd, Deryl","Bitter End, A"
"Dodd, Deryl","Wood, John Roland"
"Dodd, Deryl",Bitter End
"Dodd, Deryl",Friends Don't Drive Friends To Drinkin'
"Dodd, Deryl",Good Idea Tomorrow
"Dodd, Deryl",Honky Tonk Champagne
"Dodd, Deryl",John Roland Wood
"Dodd, Deryl",One Ride In Vegas
"Dodd, Deryl",Pearl Snaps
"Dodd, Deryl",Perl Snaps
"Dodd, Deryl",That's How I Got To Memphis
"Dodd, Deryl",Time On My Hands
"Dodd, Ken","River, The"
"Dodd, Ken",Happiness
"Dodd, Ken",Promises
"Dodd, Ken",Tears
"Dodd, Ken",Tears For Souveniers
Dodgy,Good Enough
"Doe, Ernie",Mother-In-Law
"Doe, Ernie K",Mother In Law
"Doe, Ernie K",Mother In Law.
"Doe, Ernie K.",Mother-In-Law
"Doerkson, Brian & Wendy Whitehead",Come Now Is The Time To Worship
"Doerkson, Brian & Wendy Whitehead",Come Now Is The Time To Worship (Vocal)
Doesn't Really Matter,"Jackson, Janet"
"Dog, Snoop & David Guetta",Sweat
Doggys Angels & Latoya Williams,Baby If You're Ready
Doggy's Angels & Latoya Williams,"Baby, If You're Ready"
Doggy's Angels & Latoya Williams,Baby If You're Ready
Dog's Eye View,Everything Falls Apart
Dog's Eye View,Small Wonders
"Doherty, Laura",Do You Know The Way To San Jose
"Doherty, Laura",They Can't Take That Away
"Doherty, Laura",Whole Again
"Doherty, Pete",Broken Love Song
Dokken,Alone Again
Dokken,Breaking The Chains
Dokken,Burning Like A Flame
Dokken,Dream Warriors
Dokken,In My Dreams
Dokken,Into The Fire
Dokken,It's Not Love
"Dolan, Joe",Make Me An Island
"Dolan, Joe",Teresa
"Dolan, Joe",You're Such A Good Looking Woman
"Dolby, Thomas",Hyperactive
"Dolby, Thomas",Hyperactive!
"Dolby, Thomas",She Blinded Me With Science
"Dolby, Thomas",She Blinded Me With Science (Vocal)
"Dolce, Joe",Shaddap A You Face
"Dolce, Joe",Shaddap You Face
"Dolce, Joe",Shaddap Your Face
"Dolce, Joe",Shut Uppa Your Face
Dollar,Give Me Back My Heart
Dollar,Love's Got A Hold On Me
Dollar,Ring Ring
DOLLY PARTON,LOVE IS LIKE A BUTTERFLY
